cell_line,histotype_code,patient_id,rna_passage,wes_passage,tmt_plex,gene,rna_gene_ids,rna_tpm,rna_log2_tpm_plus1,rna_rank_all_models_desc,rna_n_measured_models,rna_rank_within_histotype_desc,rna_n_measured_within_histotype,rna_histotype_patient_median_log2_tpm_plus1,rna_histotype_measured_patients,rna_log2_tpm_plus1_delta_histotype_patient_median,protein_row,protein_uniprot,protein_isodoping,protein_unique_peptides,protein_log2_normalised,protein_rank_all_models_desc,protein_n_measured_models,interpretation
OV1369-R2,HGS,1369,p69,P66,1.0,CCNE1,ENSG00000105173,20.889146,4.452143764088775,23.0,31,13.0,15,5.363526958361573,12.0,-0.9113831942727977,CCNE1,P24864,True,5,12.5268281602376,29.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV1946,HGS,OV1946,p64,NA,5.0,MLH1,ENSG00000076242,12.125413020484,3.7142909160073705,27.0,31,13.0,15,4.402716822930791,12.0,-0.6884259069234204,MLH1,P40692,False,22,12.65598946388057,17.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2085,HGS,OV2085,p68,P64,2.0,MLH1,ENSG00000076242,15.551862200000004,4.0489216343107675,24.0,31,11.0,15,4.402716822930791,12.0,-0.35379518862002346,MLH1,P40692,False,22,12.99647230480487,3.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2295,HGS,2295,p64,P61,5.0,MLH1,ENSG00000076242,17.965605000000004,4.245313489012421,23.0,31,10.0,15,4.402716822930791,12.0,-0.1574033339183698,MLH1,P40692,False,22,12.35938323926735,28.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2295-R2,HGS,2295,p67,P70,3.0,MLH1,ENSG00000076242,10.84223700721352,3.5658697277438116,29.0,31,14.0,15,4.402716822930791,12.0,-0.8368470951869793,MLH1,P40692,False,22,12.74320067167169,12.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3133-R,HGS,3133,p64,P71,1.0,MLH1,ENSG00000076242,20.0774100577024,4.397625697798662,20.0,31,8.0,15,4.402716822930791,12.0,-0.0050911251321288375,MLH1,P40692,False,22,12.47846159920714,25.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3133-R2,HGS,3133,NA,P58,NA,MLH1,ENSG00000076242,NA,NA,NA,31,NA,15,4.402716822930791,12.0,NA,MLH1,P40692,False,22,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3291,HGS,3291,NA,P46,NA,MLH1,ENSG00000076242,NA,NA,NA,31,NA,15,4.402716822930791,12.0,NA,MLH1,P40692,False,22,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV4453,HGS,OV4453,p60,NA,4.0,MLH1,ENSG00000076242,21.4451032,4.488328824501744,17.0,31,5.0,15,4.402716822930791,12.0,0.08561200157095339,MLH1,P40692,False,22,12.42356790792612,26.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV4485,HGS,OV4485,p60,NA,2.0,MLH1,ENSG00000076242,13.658380000000005,3.8736537648591045,26.0,31,12.0,15,4.402716822930791,12.0,-0.5290630580716864,MLH1,P40692,False,22,12.41305366703742,27.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV866-2,HGS,OV866-2,p67,NA,1.0,MLH1,ENSG00000076242,38.14355,5.290702697432201,2.0,31,1.0,15,4.402716822930791,12.0,0.8879858745014104,MLH1,P40692,False,22,12.82978757343365,6.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV1369,HGS,1369,p65,P65,2.0,MLH1,ENSG00000076242,17.975631999999997,4.246076031546908,22.0,31,9.0,15,4.402716822930791,12.0,-0.1566407913838832,MLH1,P40692,False,22,12.58571601435337,22.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2295-R,HGS,2295,NA,P57,NA,MLH1,ENSG00000076242,NA,NA,NA,31,NA,15,4.402716822930791,12.0,NA,MLH1,P40692,False,22,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2835EP,HGS,TOV2835EP,NA,P64,NA,MLH1,ENSG00000076242,NA,NA,NA,31,NA,15,4.402716822930791,12.0,NA,MLH1,P40692,False,22,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2881EP,HGS,TOV2881EP,NA,P64,NA,MLH1,ENSG00000076242,NA,NA,NA,31,NA,15,4.402716822930791,12.0,NA,MLH1,P40692,False,22,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2929D,HGS,TOV2929D,NA,P57,NA,MLH1,ENSG00000076242,NA,NA,NA,31,NA,15,4.402716822930791,12.0,NA,MLH1,P40692,False,22,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3041G,HGS,TOV3041G,p67,NA,3.0,MLH1,ENSG00000076242,22.603916000000005,4.560954324182411,13.0,31,4.0,15,4.402716822930791,12.0,0.1582375012516204,MLH1,P40692,False,22,12.66364404853138,15.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3121D,HGS,3121,NA,P68,NA,MLH1,ENSG00000076242,NA,NA,NA,31,NA,15,4.402716822930791,12.0,NA,MLH1,P40692,False,22,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3121EP,HGS,3121,NA,P68,NA,MLH1,ENSG00000076242,NA,NA,NA,31,NA,15,4.402716822930791,12.0,NA,MLH1,P40692,False,22,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3133D,HGS,3133,NA,P66,NA,MLH1,ENSG00000076242,NA,NA,NA,31,NA,15,4.402716822930791,12.0,NA,MLH1,P40692,False,22,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3133G,HGS,3133,p61,P65,4.0,MLH1,ENSG00000076242,23.648901732389003,4.623451461550001,12.0,31,3.0,15,4.402716822930791,12.0,0.22073463861921017,MLH1,P40692,False,22,12.65627733637608,16.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3291G,HGS,3291,p62,NA,2.0,MLH1,ENSG00000076242,33.3335400433026,5.101546712439242,5.0,31,2.0,15,4.402716822930791,12.0,0.6988298895084508,MLH1,P40692,False,22,12.61206163817979,21.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3331,HGS,OV3331,p71,P54,4.0,MLH1,ENSG00000076242,21.163555,4.4701174008919775,18.0,31,6.0,15,4.402716822930791,12.0,0.06740057796118659,MLH1,P40692,False,22,12.74569709152939,11.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV90,HGS,OV90,p70,P63,5.0,MLH1,ENSG00000076242,10.522388,3.526367839335204,30.0,31,15.0,15,4.402716822930791,12.0,-0.8763489835955869,MLH1,P40692,False,22,12.25373383585814,29.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV81D,LGS,TOV81D,NA,P23,NA,MLH1,ENSG00000076242,NA,NA,NA,31,NA,0,NA,0.0,NA,MLH1,P40692,False,22,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV21G,CC,TOV21G,p63,P59,5.0,MLH1,ENSG00000076242,1.6853063446420002,1.4250866828791975,31.0,31,7.0,7,4.524114590576494,7.0,-3.099027907697297,MLH1,P40692,False,22,12.16376862158856,31.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3392D,CC,TOV3392D,p69,P69,1.0,MLH1,ENSG00000076242,18.3022339,4.270695919062109,21.0,31,6.0,7,4.524114590576494,7.0,-0.25341867151438535,MLH1,P40692,False,22,12.50031328935385,23.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA10816,CC,VOA10816,p20,NA,1.0,MLH1,ENSG00000076242,29.005921,4.907175307424368,7.0,31,2.0,7,4.524114590576494,7.0,0.3830607168478739,MLH1,P40692,False,22,12.81978202970712,8.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA12539,CC,VOA12539,p41,NA,2.0,MLH1,ENSG00000076242,21.840071999999996,4.513495293481253,15.0,31,5.0,7,4.524114590576494,7.0,-0.01061929709524101,MLH1,P40692,False,22,12.7260995320742,13.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA14993,CC,VOA14993,NA,NA,3.0,MLH1,ENSG00000076242,NA,NA,NA,31,NA,7,4.524114590576494,7.0,NA,MLH1,P40692,False,22,12.82799729964183,7.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA295,CC,VOA295,p31,NA,2.0,MLH1,ENSG00000076242,34.59856800000001,5.153747302909076,3.0,31,1.0,7,4.524114590576494,7.0,0.6296327123325813,MLH1,P40692,False,22,13.24331478485268,1.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA4841,CC,VOA4841,p43,NA,3.0,MLH1,ENSG00000076242,22.008812,4.524114590576494,14.0,31,4.0,7,4.524114590576494,7.0,0.0,MLH1,P40692,False,22,12.48034638188608,24.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA6861,CC,VOA6861,p17,NA,NA,MLH1,ENSG00000076242,28.58296,4.886694507150985,9.0,31,3.0,7,4.524114590576494,7.0,0.3625799165744903,MLH1,P40692,False,22,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV112D,EC,TOV112D,p63,P83,4.0,MLH1,ENSG00000076242,39.951994,5.355861794955714,1.0,31,1.0,2,4.922509093799897,2.0,0.43335270115581626,MLH1,P40692,False,22,13.07607312742861,2.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA4395,EC,VOA4395,p39-40,NA,1.0,MLH1,ENSG00000076242,21.457982,4.489156392644081,16.0,31,2.0,2,4.922509093799897,2.0,-0.43335270115581626,MLH1,P40692,False,22,12.79175606467655,9.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2414,MC,TOV2414,p69,P65,5.0,MLH1,ENSG00000076242,28.94014500000001,4.904009303266805,8.0,31,1.0,3,4.757796743021701,3.0,0.14621256024510387,MLH1,P40692,False,22,12.17277079269001,30.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA8762,MC,VOA8762,p27,NA,4.0,MLH1,ENSG00000076242,26.0545013,4.757796743021701,10.0,31,2.0,3,4.757796743021701,3.0,0.0,MLH1,P40692,False,22,12.65297672221823,18.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA8771,MC,VOA8771,p28,NA,5.0,MLH1,ENSG00000076242,24.235116251,4.65736082762455,11.0,31,3.0,3,4.757796743021701,3.0,-0.10043591539715102,MLH1,P40692,False,22,12.65041977449152,19.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA5217,MMMT,VOA5217,p36,NA,4.0,MLH1,ENSG00000076242,12.064075,3.7075330733412395,28.0,31,2.0,2,3.8386989932139537,2.0,-0.1311659198727142,MLH1,P40692,False,22,12.6387617064251,20.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA5436,MMMT,VOA5436,p35,NA,5.0,MLH1,ENSG00000076242,14.6692575,3.969864913086668,25.0,31,1.0,2,3.8386989932139537,2.0,0.1311659198727142,MLH1,P40692,False,22,12.66584540451288,14.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
BIN67,SCCOHT,BIN67,p51,NA,3.0,MLH1,ENSG00000076242,30.215433,4.964187572939337,6.0,31,2.0,2,5.0556599236621445,2.0,-0.09147235072280768,MLH1,P40692,False,22,12.85098068700825,5.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
COV434,SCCOHT,COV434,p46,NA,1.0,MLH1,ENSG00000076242,34.43571549999999,5.147132274384952,4.0,31,1.0,2,5.0556599236621445,2.0,0.09147235072280768,MLH1,P40692,False,22,12.8845865409711,4.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV1369-R2,HGS,1369,p69,P66,1.0,MSH2,ENSG00000095002,6.31916916,2.8716798893866575,27.0,31,12.0,15,3.0886985071835884,12.0,-0.21701861779693088,MSH2,P43246,False,51,14.65525735983628,6.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV1946,HGS,OV1946,p64,NA,5.0,MSH2,ENSG00000095002,22.401663099999997,4.548539157211538,13.0,31,2.0,15,3.0886985071835884,12.0,1.4598406500279495,MSH2,P43246,False,51,14.4052466440929,23.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2085,HGS,OV2085,p68,P64,2.0,MSH2,ENSG00000095002,7.136226508099999,3.02435984359608,23.0,31,8.0,15,3.0886985071835884,12.0,-0.06433866358750828,MSH2,P43246,False,51,15.33555866863745,1.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2295,HGS,2295,p64,P61,5.0,MSH2,ENSG00000095002,12.088491069999998,3.710226878090408,18.0,31,5.0,15,3.0886985071835884,12.0,0.6215283709068196,MSH2,P43246,False,51,14.57639729126071,12.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV2295-R2,HGS,2295,p67,P70,3.0,MSH2,ENSG00000095002,13.9866956,3.9056104149965902,17.0,31,4.0,15,3.0886985071835884,12.0,0.8169119078130018,MSH2,P43246,False,51,14.55244202416553,14.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3133-R,HGS,3133,p64,P71,1.0,MSH2,ENSG00000095002,6.8555236,2.973707439739446,25.0,31,10.0,15,3.0886985071835884,12.0,-0.11499106744414256,MSH2,P43246,False,51,14.3955042907715,24.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3133-R2,HGS,3133,NA,P58,NA,MSH2,ENSG00000095002,NA,NA,NA,31,NA,15,3.0886985071835884,12.0,NA,MSH2,P43246,False,51,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3291,HGS,3291,NA,P46,NA,MSH2,ENSG00000095002,NA,NA,NA,31,NA,15,3.0886985071835884,12.0,NA,MSH2,P43246,False,51,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV4453,HGS,OV4453,p60,NA,4.0,MSH2,ENSG00000095002,33.6456366,5.1146017603252885,7.0,31,1.0,15,3.0886985071835884,12.0,2.0259032531417,MSH2,P43246,False,51,14.24599901072976,27.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV4485,HGS,OV4485,p60,NA,2.0,MSH2,ENSG00000095002,5.305048300000001,2.656507422401802,28.0,31,13.0,15,3.0886985071835884,12.0,-0.43219108478178647,MSH2,P43246,False,51,14.32413005895364,25.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV866-2,HGS,OV866-2,p67,NA,1.0,MSH2,ENSG00000095002,6.8859266,2.9792802823061386,24.0,31,9.0,15,3.0886985071835884,12.0,-0.10941822487744979,MSH2,P43246,False,51,14.46686314009088,19.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV1369,HGS,1369,p65,P65,2.0,MSH2,ENSG00000095002,3.473254,2.161324679678634,29.0,31,14.0,15,3.0886985071835884,12.0,-0.9273738275049546,MSH2,P43246,False,51,14.46108148953405,21.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2295-R,HGS,2295,NA,P57,NA,MSH2,ENSG00000095002,NA,NA,NA,31,NA,15,3.0886985071835884,12.0,NA,MSH2,P43246,False,51,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2835EP,HGS,TOV2835EP,NA,P64,NA,MSH2,ENSG00000095002,NA,NA,NA,31,NA,15,3.0886985071835884,12.0,NA,MSH2,P43246,False,51,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2881EP,HGS,TOV2881EP,NA,P64,NA,MSH2,ENSG00000095002,NA,NA,NA,31,NA,15,3.0886985071835884,12.0,NA,MSH2,P43246,False,51,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2929D,HGS,TOV2929D,NA,P57,NA,MSH2,ENSG00000095002,NA,NA,NA,31,NA,15,3.0886985071835884,12.0,NA,MSH2,P43246,False,51,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3041G,HGS,TOV3041G,p67,NA,3.0,MSH2,ENSG00000095002,6.791471999999999,2.961895914485027,26.0,31,11.0,15,3.0886985071835884,12.0,-0.12680259269856142,MSH2,P43246,False,51,14.65319882018866,7.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3121D,HGS,3121,NA,P68,NA,MSH2,ENSG00000095002,NA,NA,NA,31,NA,15,3.0886985071835884,12.0,NA,MSH2,P43246,False,51,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3121EP,HGS,3121,NA,P68,NA,MSH2,ENSG00000095002,NA,NA,NA,31,NA,15,3.0886985071835884,12.0,NA,MSH2,P43246,False,51,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3133D,HGS,3133,NA,P66,NA,MSH2,ENSG00000095002,NA,NA,NA,31,NA,15,3.0886985071835884,12.0,NA,MSH2,P43246,False,51,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3133G,HGS,3133,p61,P65,4.0,MSH2,ENSG00000095002,9.0726187,3.3323669018027466,20.0,31,7.0,15,3.0886985071835884,12.0,0.24366839461915824,MSH2,P43246,False,51,14.42495604609315,22.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3291G,HGS,3291,p62,NA,2.0,MSH2,ENSG00000095002,1.652102,1.4071362626542494,31.0,31,15.0,15,3.0886985071835884,12.0,-1.681562244529339,MSH2,P43246,False,51,13.86809326810961,30.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV3331,HGS,OV3331,p71,P54,4.0,MSH2,ENSG00000095002,10.7093922,3.5495942866271455,19.0,31,6.0,15,3.0886985071835884,12.0,0.4608957794435571,MSH2,P43246,False,51,14.62494725065319,9.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
OV90,HGS,OV90,p70,P63,5.0,MSH2,ENSG00000095002,19.5506447,4.361111748692297,14.0,31,3.0,15,3.0886985071835884,12.0,1.2724132415087084,MSH2,P43246,False,51,14.59206860373598,11.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV81D,LGS,TOV81D,NA,P23,NA,MSH2,ENSG00000095002,NA,NA,NA,31,NA,0,NA,0.0,NA,MSH2,P43246,False,51,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV21G,CC,TOV21G,p63,P59,5.0,MSH2,ENSG00000095002,16.07511748884,4.09382360019533,16.0,31,5.0,7,4.121657398342342,7.0,-0.027833798147011812,MSH2,P43246,False,51,14.49327838248843,17.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV3392D,CC,TOV3392D,p69,P69,1.0,MSH2,ENSG00000095002,7.5695335502427,3.0992166788925086,22.0,31,7.0,7,4.121657398342342,7.0,-1.0224407194498335,MSH2,P43246,False,51,14.15561898369075,28.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA10816,CC,VOA10816,p20,NA,1.0,MSH2,ENSG00000095002,29.547357600000005,4.9329756846776425,8.0,31,2.0,7,4.121657398342342,7.0,0.8113182863353003,MSH2,P43246,False,51,14.55163186998078,15.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA12539,CC,VOA12539,p41,NA,2.0,MSH2,ENSG00000095002,27.5547236,4.835657514752531,10.0,31,3.0,7,4.121657398342342,7.0,0.7140001164101886,MSH2,P43246,False,51,14.52858010070669,16.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA14993,CC,VOA14993,NA,NA,3.0,MSH2,ENSG00000095002,NA,NA,NA,31,NA,7,4.121657398342342,7.0,NA,MSH2,P43246,False,51,14.73432164368791,3.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA295,CC,VOA295,p31,NA,2.0,MSH2,ENSG00000095002,16.4077447,4.121657398342342,15.0,31,4.0,7,4.121657398342342,7.0,0.0,MSH2,P43246,False,51,13.61989277148798,31.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA4841,CC,VOA4841,p43,NA,3.0,MSH2,ENSG00000095002,8.2244812,3.2054677739118502,21.0,31,6.0,7,4.121657398342342,7.0,-0.9161896244304919,MSH2,P43246,False,51,14.32277469791122,26.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA6861,CC,VOA6861,p17,NA,NA,MSH2,ENSG00000095002,49.3425459,5.653706272539005,1.0,31,1.0,7,4.121657398342342,7.0,1.5320488741966631,MSH2,P43246,False,51,NA,NA,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV112D,EC,TOV112D,p63,P83,4.0,MSH2,ENSG00000095002,48.4825567,5.628848139322874,2.0,31,1.0,2,5.4764766761682875,2.0,0.15237146315458627,MSH2,P43246,False,51,14.78096994520117,2.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
VOA4395,EC,VOA4395,p39-40,NA,1.0,MSH2,ENSG00000095002,39.0604081,5.324105213013701,4.0,31,2.0,2,5.4764766761682875,2.0,-0.15237146315458627,MSH2,P43246,False,51,14.70452274959106,4.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
TOV2414,MC,TOV2414,p69,P65,5.0,MSH2,ENSG00000095002,2.1212374000000005,1.6421180922066057,30.0,31,3.0,3,4.793123712917707,3.0,-3.151005620711101,MSH2,P43246,False,51,14.03775600318507,29.0,31,descriptive abundance; no clinical expression threshold; isodoping flagged where supplied
